Citation_title,Citation_complete
A revision of the genus Thraulodes (Ephemeroptera: Leptophlebiidae),"Traver, J. R., and G. F. Edmunds, Jr. 1967. A revision of the genus Thraulodes (Ephemeroptera: Leptophlebiidae). Miscellaneous publications of the Entomological Society of America 5(8):351-402."
A revision of the nearctic Ameletus mayflies based on adult males,"Zloty, J. 1996. A revision of the nearctic Ameletus mayflies based on adult males, with descriptions of seven new species (Ephemeroptera: Ameletidae). The Canadian Entomologist 128:293-346."
"A revision of the nearctic Optioservus (Coleoptera: Elmidae), with description of a new species","White, D. S. 1978. A revision of the nearctic Optioservus (Coleoptera: Elmidae), with description of a new species. Systematic Entomology 3:59-74."
A revision of the North American caddisfly genus Banksiola,"Wiggins, G. B. 1956. A revision of the North American caddisfly genus Banksiola (Trichoptera: Phrycaneidae). Royal Ontario Museum Division of Zoology and Palaeontology Contribution 43:1-12."
A revision of the Rhyacophila Coloradensis complex,"Peck, D. L., and S. D. Smith. 1977. A revision of the Rhyacophila Coloradensis complex (Trichoptera: Rhyacophilidae). Melanderia 27:1-24."
A revision of the stonefly genus Taenionema (Plecoptera: Taeniopterygidae),"Stanger, J. A., and R. W. Baumann. 1993. A revision of the stonefly genus Taenionema (Plecoptera: Taeniopterygidae). Transactions of the American Entomological Society 119(3):171-229."
"A survey for stoneflies in the Homochitto National Forest, Southwest Mississippi","Hardy, C. H., B. P. Stark, C. F. Boll, N. C. Phifer, and W. T. Tharpe. 1994. A survey for stoneflies in the Homochitto National Forest, Southwest Mississippi. Proceedings of the Annual Conference of the Southest Association of Fish and Wildlife Agencies 4"
A synopsis and phylogenetic outline of the Nearctic members of Cheumatopsyche,"Gordon, A. E. 1974. A synopsis and phylogenetic outline of the Nearctic members of Cheumatopsyche. Proceedings of the Academy of Natural Sciences of Philadelphia 126(9):117-160."
A synopsis of the North American Lepidostomatidae (Trichoptera),"Weaver, J. S., III. 1988. A synopsis of the North American Lepidostomatidae (Trichoptera). Contributions of the American Entomological Institute 24(2):1-141."
A synopsis of the western Arctopsychinae (Trichoptera: Hydropsychidae),"Givens, D. R., and S. D. Smith. 1980. A synopsis of the western Arctopsychinae (Trichoptera: Hydropsychidae). Melanderia 35:1-24."
A systematic study of the Nearctic larvae of the Hydropsyche morosa Group,"Schefter, P. W., and G. B. Wiggins. 1986. A systematic study of the Nearctic larvae of the Hydropsyche morosa Group (Trichoptera: Hydropsychidae). Royal Ontario Museum Publications in Life Sciences, Toronto."
A tabular summary of the biology of North American mayfly nymphs (Ephemeroptera),"Berner, L. 1959. A tabular summary of the biology of North American mayfly nymphs (Ephemeroptera). Bulletin of the Florida State Museum Biological Sciences 4(1):1-58."
A thermophobic insect,"Sailer, R. I. 1950. A thermophobic insect. Science 112(2921):743."
"Acanthomola pubescens, a new genus and species of Heptageniidae (Ephemeroptera) from western Canada","Whiting, E. R., and D. M. Lehmkuhl. 1987. Acanthomola pubescens, a new genus and species of Heptageniidae (Ephemeroptera) from western Canada. The Canadian Entomologist 119:409-417."
Additions and corrections to a list of Montana stoneflies,"Gaufin, A. R., and W. E. Ricker. 1974. Additions and corrections to a list of Montana stoneflies. Entomological News 85(9 & 10):285-288."
Additions and revisions to the genera of North American caddisflies of the family Brachycentridae,"Wiggins, G. B. 1965. Additions and revisions to the genera of North American caddisflies of the family Brachycentridae with special reference to the larval stages (Trichoptera). The Canadian Entomologist 97(10):1089-1106."
"Additions to the taxonomy, zoogeography, and biology of Analetrus eximia","Lehmkuhl, D. M. 1976. Additions to the taxonomy, zoogeography, and biology of Analetrus eximia (Acanthametropodinae: Siphlonuridae: Ephemeroptera). Canadian Entomologist 108:199-207."
"Additions, taxonomic corrections, and faunal affinities of the stoneflies of Virginia, USA","Kondratieff, B. C., and R. F. Kirchner. 1987. Additions, taxonomic corrections, and faunal affinities of the stoneflies (Plecoptera) of Virginia, USA. Proceedings of the Entomological Society of Washington 89(1):24-30."
"Adult caddisflies (Trichoptera) from Houghton Creek, Ogemaw County, Michigan.","Ellis, R. J. (1962). ""Adult caddisflies (Trichoptera) from Houghton Creek, Ogemaw County, Michigan."" Occasional Papers of the Museum of Zoology 624: 1-16."
"Alaskaperla, a new stonefly genus, and further descriptions of related Chloroperlidae","Stewart, K. W., R. E. Dewalt, and M. W. Oswood. 1991. Alaskaperla, a new stonefly genus (Plecoptera: Chloroperlidae), and further descriptions of related Chloroperlidae. Annals of the Entomological Society of America 84(3):239-247."
"Allocapnia simmonsi, a new species of winter stonefly (Plecoptera: Capniidae)","Kondratieff, B. C., and J. R. Voshell. 1981. Allocapnia simmonsi, a new species of winter stonefly (Plecoptera: Capniidae). Annals of the Entomological Society of America 74:58-59."
"Alloperla lenati, a new species of stonefly from North Carolina and two new state records","Kondratieff, B. C., and R. F. Kirchner. 2004. Alloperla lenati, a new species of stonefly from North Carolina (Plecoptera: Chloroperlidae) and two new state records (Plecoptera: Perlodidae). Annals of the Entomological Society of America 97(3):361-363."
Altitudinal distribution and abundance of Trichoptera in a Rocky Mountain stream,"Ward, J. V. 1981. Altitudinal distribution and abundance of Trichoptera in a Rocky Mountain stream. Proceedings of the 3rd International Symposium on Trichoptera 20:375-381."
Altitudinal distribution of stoneflies (Plecoptera) in a Rocky Mountain drainage system,"Knight, A. W., and A. R. Gaufin. 1966. Altitudinal distribution of stoneflies (Plecoptera) in a Rocky Mountain drainage system. Journal of the Kansas Entomological Society 39(4):668-675."
Altitudinal zonation of Plecoptera in a Rocky Mountain stream,"Ward, J. V. 1982. Altitudinal zonation of Plecoptera in a Rocky Mountain stream. Aquatic Insects 4(2):105-110."
Amercaenis: new Nearctic genus of Caenidae (Ephemeroptera),"Provonsha, A. V., and W. P. McCafferty. 1985. Amercaenis:  new Nearctic genus of Caenidae (Ephemeroptera). International Quarterly of Entomology 1:1-7."
Americabaetis from Texas: first USA record and adult description of A. pleturus,"Wiersema, N. A., and W. P. McCafferty. 1999. Americabaetis (Ephemeroptera: Baetidae) from Texas: first USA record and adult description of A. pleturus. Entomological News 110(1):36-38."
"Amphinemura reinerti, a new stonefly from Northern Mexico (Plecoptera: Nemouridae)","Baumann, R. W. 1976. Amphinemura reinerti, a new stonefly from Northern Mexico (Plecoptera: Nemouridae). The Southwestern Naturalist 20(4):517-521."
An annotated checklist of the aquatic and semiaquatic dryopoid Coleoptera of California,"Shepard, W. D. 1993. An annotated checklist of the aquatic and semiaquatic dryopoid Coleoptera of California. Pan-Pacific Entomogist 69(1):1-11."
An annotated checklist of the Plecoptera (Insecta) of British Columbia,"Ricker, W. E., and G. G. E. Scudder. 1975. An annotated checklist of the Plecoptera (Insecta) of British Columbia. Syesis 8:333-348."
An annotated checklist of the stoneflies (Plecoptera) of Iowa,"Heimdahl, D. P., R. E. Dewalt, and T. F. Wilton. Unpublished Manuscript. An annotated checklist of the stoneflies (Plecoptera) of Iowa."
An annotated checklist of the stoneflies (Plecoptera) of Maine,"Mingo, T. M. 1983. An annotated checklist of the stoneflies (Plecoptera) of Maine. Entomological News 94(2):65-72."
An annotated key to the adult males of the northwestern Nearctic specis of Paraleptophlebia Lestage,"Harper, F., and P. P. Harper. 1986. An annotated key to the adult males of the northwestern Nearctic specis of Paraleptophlebia Lestage (Ephemeroptera: Leptophlebiidae) with the description of a new species. Canadian Journal of Zoology 64:1460-1468."
An annotated key to the Nearctic males of Limnephilus,"Ross, H. H., and D. R. Merkley. 1952. An annotated key to the Nearctic males of Limnephilus (Trichoptera, Limnephilidae). The American Midland Naturalist 47(2):435-455."
An annotated list of the stoneflies of Ohio,"Gaufin, A. R. 1956. An annotated list of the stoneflies of Ohio. The Ohio Journal of Science 56(6):321-324."
An annotated list of Trichoptera (caddisflies) of Tennessee.,"Etnier, D. A. and G. A. Schuster (1979). ""An annotated list of Trichoptera (caddisflies) of Tennessee."" Journal of the Tennessee Academy of Science 54(1): 15-22."
An annotated list of Trichoptera collected on southern Vancouver Island.,"Schmid, F., and R. Guppy. 1952. An annotated list of Trichoptera collected on southern Vancouver Island. Entomological Society of British Columbia 48:41-42."
"An annotated list of trichoptera of several streams on Eglin Air Force Base, Florida.","Harris, S. C., P. K. Lago, and J. F. Scheiring. 1982. An annotated list of trichoptera of several streams on Eglin Air Force Base, Florida. Entomological News 93(3):79-84."
An annoteted list of the Plecoptera (Insecta) of british Columbia.,"Ricker, W. E., and G. G. E. Schudder. 1975. An annoteted list of the Plecoptera (Insecta) of british Columbia. Syesis 8:333-348."
An atypical larval color form of Baetis intercalaris from Pennsylvania and the Kiamichi river basin,"Waltz, R. D., D. E. Baumgardner, and J. H. Kennedy. 1996. An atypical larval color form of Baetis intercalaris (Ephemeroptera: Baetidae) from Pennsylvania and the Kiamichi river basin of southeastern Oklahoma. Entomological News 107(2):83-87."
An early season mayfly,"Leonard, J. W. 1948. An early season mayfly. Michigan Conservation 17(4):12-14."
An Introduction to the Aquatic Insects of North America,"Merritt, R. W. and K. W. Cummins, Eds. (1996). An Introduction to the Aquatic Insects of North America. Dubuque, Kendall/Hunt Publishing Company."
Annotated inventory of invertebrate populations of an alpine lake and stream chain in Colorado.,"Bushnell, J. H., S. Q. Foster, and B. M. Wahle. 1987. Annotated inventory of invertebrate populations of an alpine lake and stream chain in Colorado. Great Basin Naturalist 47(3):500-511."
Annotated list of caddisflies (Trichoptera) occuring along,"McElravy, E. P., and B. A. Foote. 1978. Annotated list of caddisflies (Trichoptera) occuring along the upper portion of the West Branch of the Mahoning River in Northeastern Ohio. The Great Lakes Entomologist 11(3):143-154."
Annotated list of the stoneflies (Plecoptera) of Western Nebraska,"Rhodes, H. A., and B. C. Kondratieff. 1996. Annotated list of the stoneflies (Plecoptera) of Western Nebraska. Journal of the Kansas Entomological Society 69(2):191-198."
Annotated list of Trichoptera (caddisflies) in Wisconsin.,"Longridge, J. L. and W. L. Hilsenhoff (1973). ""Annotated list of Trichoptera (caddisflies) in Wisconsin."" Wisconsin Academy of Sciences, Arts and Letters 61: 173-183."
"Aquatic and Semiaquatic Heteroptera of Alberta, Saskatchewan","Brooks, A. R., and L. A. Kelton. 1967. Aquatic and Semiaquatic Heteroptera of Alberta, Saskatchewan, and Manitoba (Hemiptera). The Entomological Society of Canada, Ottowa, Canada."
Aquatic Dryopoid Beetles (Coleoptera) of the United States,"Brown, H. P. 1976. Aquatic Dryopoid Beetles (Coleoptera) of the United States. U.S. Environmental Protection Agency, 18050 ELD04/72, Cincinnati, Ohio."
Aquatic insect predator-prey relations.,"Peckarsky, B. L. 1982. Aquatic insect predator-prey relations. Science 32(4):261-266."
Aquatic Insects and Oligochaetes of North and South Carolina.,"Brigham, A. R., W. U. Brigham, et al., Eds. (1982). Aquatic Insects and Oligochaetes of North and South Carolina. Mahomet, Illinois, Midwest Aquatic Enterprises."
"Aquatic Insects of Pine-Polle River, Wisconsin.","Longbridge, J. L., and W. L. Hilsenhoff. 1972. Aquatic Insects of Pine-Polle River, Wisconsin. Wisconsin Department of Natural Resources Technical Bulletin 54:20-30."
"Aquatic Insects of the Pine-Popple River, Wisconsin.","Hilsenhoff, W. L., J. L. Longridge, R. P. Narf, K. J. Tennessen, and C. P. Walton. 1972. Aquatic Insects of the Pine-Popple River, Wisconsin. Wisconsin Department of Natural Resources, Madison."
Aquatic Insects of Wisconsin,"Hilsenhoff, W. L. 1995. Aquatic Insects of Wisconsin: Keys to Wisconsin Genera and Notes on Biology, Habitat, Distribution and Species. Natural History Museums Council, University of Wisconsin-Madison, G3648, Madison, WI."
"Asioplax numinuh, a new species of Ephemeroptera (Leptohyphidae) from Texas and Mexico","Wiersema, N. A., W. P. McCafferty, and D. E. Baumgardner. 2001. Asioplax numinuh, a new species of Ephemeroptera (Leptohyphidae) from Texas and Mexico. Entomological News 112(5):301-304."
Baetis (Ephemeroptera: Baetidae) of Wisconsin,"Bergman, E. A., and W. L. Hilsenhoff. 1978. Baetis (Ephemeroptera: Baetidae) of Wisconsin. The Great Lakes Entomologist 11(3):125-135."
"Baetis magnus, new species, formal new name for Baetis sp. B of Morihara and McCafferty","McCafferty, W. P., and R. D. Waltz. 1986. Baetis magnus, new species, formal new name for Baetis sp. B of Morihara and McCafferty (Ephemeroptera: Baetidae). Proceedings of the Entomological Society of Washington 88(3):604."
Baetodes: new species and new records for North America,"Koss, R. W. 1972. Baetodes: new species and new records for North America (Ephemeroptera: Baetidae). Entomological News 83:93-102."
